NIR;FWI;DataAlerta;NIRAnt;AAAnt;FWIAnt
100;24.22279441;10-09-2017;109;648.56478;31.62657309
84;24.95191056;11-09-2017;100;60.7281;24.22279441
64;25.56009764;12-09-2017;84;332.4442;24.95191056
85;20.81328412;13-09-2017;64;27.6522;25.56009764
88;27.33448974;14-09-2017;85;25.1956;20.81328412
104;31.44370724;15-09-2017;88;157.0753;27.33448974
106;28.78786658;16-09-2017;104;131.01961;31.44370724
93;25.08881019;17-09-2017;106;387.4224;28.78786658
49;24.35214871;18-09-2017;93;78.4536;25.08881019
49;17.91455152;19-09-2017;49;25.8405;24.35214871
47;19.99992865;20-09-2017;49;28.1025;17.91455152
44;20.08029422;21-09-2017;47;17.57871;19.99992865
53;17.10271211;22-09-2017;44;12.1712;20.08029422
87;21.14819565;23-09-2017;53;31.8442;17.10271211
74;29.26845578;24-09-2017;87;911.79943;21.14819565
50;26.17875131;25-09-2017;74;734.0474;29.26845578
55;24.16959532;26-09-2017;50;20.50619;26.17875131
55;20.98785709;27-09-2017;55;33.8984;24.16959532
61;23.28518583;28-09-2017;55;98.979095;20.98785709
63;23.4749447;29-09-2017;61;88.8092;23.28518583
100;28.40204711;30-09-2017;63;55.85938;23.4749447
79;27.39831624;01-10-2017;100;62.6973;28.40204711
105;27.37368094;02-10-2017;79;106.2581;27.39831624
82;25.91200167;03-10-2017;105;165.9962;27.37368094
93;24.85031615;04-10-2017;82;207.0994;25.91200167
108;24.05336097;05-10-2017;93;298.0365;24.85031615
111;29.51298081;06-10-2017;108;1075.9694;24.05336097
220;43.47362728;07-10-2017;111;9154.2158;29.51298081
214;37.23700663;08-10-2017;220;6836.38328;43.47362728
181;31.9371431;09-10-2017;214;4007.46313;37.23700663
161;31.22336247;10-10-2017;181;1557.118;31.9371431
158;32.97718722;11-10-2017;161;330.23464;31.22336247
165;32.06320532;12-10-2017;158;1338.8645;32.97718722
130;25.8854848;13-10-2017;165;2582.3602;32.06320532
193;31.44497807;14-10-2017;130;1047.45542;25.8854848
476;52.05327399;15-10-2017;193;5849.386;31.44497807
217;17.04691825;16-10-2017;476;252722.348;52.05327399
22;3.365215337;17-10-2017;217;1570.40632;17.04691825
10;0.880920561;18-10-2017;22;3.3362;3.365215337
10;0.82245096;19-10-2017;10;0.0995;0.880920561
9;2.665604967;20-10-2017;10;0.013;0.82245096
20;7.156136339;21-10-2017;9;0.8919;2.665604967
21;8.090054622;22-10-2017;20;64.9937;7.156136339
28;12.92047448;23-10-2017;21;2.052;8.090054622
39;16.08013053;24-10-2017;28;3.9171;12.92047448
47;18.08554635;25-10-2017;39;13.6374;16.08013053
25;17.25724955;26-10-2017;47;17.2537;18.08554635
55;22.35010998;27-10-2017;25;7.3276;17.25724955
55;19.24784975;28-10-2017;55;38.6333;22.35010998
80;20.71408448;29-10-2017;55;53.3036;19.24784975
58;20.9597479;30-10-2017;80;33.0291;20.71408448
62;18.72363816;31-10-2017;58;26.2846;20.9597479
64;17.40944229;01-11-2017;62;11.987;18.72363816
21;8.082755757;02-11-2017;64;27.0379;17.40944229
4;0.098467875;04-11-2017;0;0;0
4;3.528230713;05-11-2017;4;0.026;0.098467875
13;4.216585656;06-11-2017;4;4.0611;3.528230713
15;8.213906142;07-11-2017;13;7.2387;4.216585656
26;11.08235751;08-11-2017;15;10.6402;8.213906142
21;12.57444561;09-11-2017;26;13.4771;11.08235751
19;12.2693549;10-11-2017;21;3.4819;12.57444561
29;8.053476678;11-11-2017;19;8.4525;12.2693549
16;10.53573578;12-11-2017;29;4.3115;8.053476678
18;10.5287312;13-11-2017;16;2.0244;10.53573578
30;10.72663719;14-11-2017;18;6.1159;10.5287312
45;10.05248465;15-11-2017;30;31.8322;10.72663719
55;8.833342883;16-11-2017;45;9.9915;10.05248465
59;9.105827102;17-11-2017;55;39.2825;8.833342883
76;11.08797959;18-11-2017;59;21.73001;9.105827102
47;11.45012652;19-11-2017;76;64.8481;11.08797959
52;12.51810529;20-11-2017;47;25.87951;11.45012652
49;13.59266396;21-11-2017;52;41.5808;12.51810529
119;17.61812277;22-11-2017;49;75.1912;13.59266396
16;10.92703261;23-11-2017;119;346.0575;17.61812277
3;0.037923255;24-11-2017;16;2.7935;10.92703261
3;5.599840681;26-11-2017;0;0;0
4;2.820793638;27-11-2017;3;0.0074;5.599840681
3;0.583995776;28-11-2017;4;0.362;2.820793638
3;2.247438105;29-11-2017;3;0.05;0.583995776
8;1.631279019;30-11-2017;3;0.1421;2.247438105
13;3.882701979;01-12-2017;8;3.086;1.631279019
28;4.999266907;02-12-2017;13;7.2227;3.882701979
31;4.941251828;03-12-2017;28;12.461;4.999266907
41;6.978205722;04-12-2017;31;31.6545;4.941251828
27;6.203150895;05-12-2017;41;23.8588;6.978205722
23;4.634950578;06-12-2017;27;1.9453;6.203150895
32;4.825502033;07-12-2017;23;5.4866;4.634950578
5;7.321912966;08-12-2017;32;10.3801;4.825502033
8;4.923611614;09-12-2017;5;4.8564;7.321912966
5;8.90567994;10-12-2017;8;1.8561;4.923611614
2;1.253157559;13-12-2017;0;0;0
2;3.083524636;14-12-2017;2;0.0024;1.253157559
1;0.109368463;15-12-2017;2;0.4035;3.083524636
4;0.884167022;16-12-2017;1;0.002;0.109368463
4;8.259594492;17-12-2017;4;3.15;0.884167022
3;3.726184335;18-12-2017;4;0.453;8.259594492
8;3.451275815;19-12-2017;3;1.4004;3.726184335
16;2.848850507;20-12-2017;8;27.5431;3.451275815
20;4.310085099;21-12-2017;16;15.77;2.848850507
10;3.046111567;22-12-2017;20;7.0305;4.310085099
20;3.310537108;23-12-2017;10;4.66;3.046111567
14;3.516809454;24-12-2017;20;14.573;3.310537108
3;1.052451066;25-12-2017;14;3.3774;3.516809454
1;0.698671633;26-12-2017;3;0.0084;1.052451066
1;5.82827561;31-12-2017;0;0;0
2;1.242658798;01-01-2018;1;0.001;5.82827561
2;4.279405168;03-01-2018;0;0;0
2;0.07597467;06-01-2018;0;0;0
2;1.214580655;07-01-2018;2;0.0616;0.07597467
1;0.001765963;15-01-2018;0;0;0
1;0.393472676;16-01-2018;1;0.03;0.001765963
3;0.923997919;17-01-2018;1;0.0005;0.393472676
1;0.282555629;18-01-2018;3;0.2367;0.923997919
9;2.391943998;19-01-2018;1;0.26;0.282555629
6;1.402442531;20-01-2018;9;1.0451;2.391943998
4;1.335203085;21-01-2018;6;38.6028;1.402442531
6;1.350141028;22-01-2018;4;0.7592;1.335203085
8;1.254875636;23-01-2018;6;3.9424;1.350141028
4;0.712548193;24-01-2018;8;0.7041;1.254875636
3;9.399043133;26-01-2018;0;0;0
5;5.524819873;27-01-2018;3;1.4888;9.399043133
18;2.902379103;28-01-2018;5;27.0206;5.524819873
31;4.061756006;29-01-2018;18;33.1143;2.902379103
15;4.853684388;30-01-2018;31;12.1581;4.061756006
26;3.070949981;31-01-2018;15;4.8092;4.853684388
27;7.035984756;01-02-2018;26;12.8263;3.070949981
32;4.162230994;02-02-2018;27;10.2592;7.035984756
10;5.024668371;03-02-2018;32;57.3967;4.162230994
12;4.009545199;04-02-2018;10;2.4017;5.024668371
26;4.533890569;05-02-2018;12;6.6579;4.009545199
46;4.90311354;06-02-2018;26;30.5316;4.533890569
52;6.098105707;07-02-2018;46;21.4311;4.90311354
60;4.42320307;08-02-2018;52;102.5171;6.098105707
7;1.063483966;09-02-2018;60;40.5372;4.42320307
21;2.104423952;10-02-2018;7;1.1729;1.063483966
9;2.230549545;11-02-2018;21;50.3261;2.104423952
10;7.716016235;12-02-2018;9;9.3291;2.230549545
9;4.918234748;13-02-2018;10;15.7861;7.716016235
6;4.840040944;14-02-2018;9;1.5307;4.918234748
7;5.013413263;15-02-2018;6;1.1536;4.840040944
6;4.204027308;16-02-2018;7;0.2203;5.013413263
20;2.074796217;17-02-2018;6;0.044;4.204027308
26;6.739803073;18-02-2018;20;6.5979;2.074796217
20;5.208483029;19-02-2018;26;29.1425;6.739803073
72;5.549677263;20-02-2018;20;5.8705;5.208483029
91;7.558986511;21-02-2018;72;69.1986;5.549677263
91;6.171747005;22-02-2018;91;107.7536;7.558986511
130;7.940846775;23-02-2018;91;59.3518;6.171747005
194;6.965564266;24-02-2018;130;134.7366798;7.940846775
186;8.622393625;25-02-2018;194;211.7944152;6.965564266
234;9.290096876;26-02-2018;186;436.7070645;8.622393625
40;5.454270218;27-02-2018;234;431.7549822;9.290096876
1;0.210897353;11-03-2018;0;0;0
1;0.460468222;16-03-2018;0;0;0
1;0.103983214;18-03-2018;0;0;0
6;0.524973439;20-03-2018;0;0;0
35;0.880292188;21-03-2018;6;3.28;0.524973439
41;1.217584236;22-03-2018;35;12.9288;0.880292188
2;3.024438083;23-03-2018;41;35.7056;1.217584236
2;0.062328464;24-03-2018;2;0.057;3.024438083
4;1.604344347;25-03-2018;2;3.031;0.062328464
19;0.501815218;26-03-2018;4;0.3991;1.604344347
56;1.592738599;27-03-2018;19;78.6029;0.501815218
15;2.856742073;28-03-2018;56;31.1071;1.592738599
9;4.042401946;29-03-2018;15;3.9827;2.856742073
3;3.377545556;30-03-2018;9;12.3039;4.042401946
6;0.97419101;31-03-2018;3;0.1759;3.377545556
9;0.658866878;01-04-2018;6;3.9465;0.97419101
2;1.46379221;02-04-2018;9;1.7305;0.658866878
8;5.442919483;03-04-2018;2;0.0101;1.46379221
12;0.52085798;05-04-2018;0;0;0
2;3.275185311;06-04-2018;12;2.8652;0.52085798
2;0.465014933;09-04-2018;0;0;0
1;0.128249309;12-04-2018;0;0;0
10;0.217686563;14-04-2018;0;0;0
5;0.449328672;16-04-2018;0;0;0
37;1.062539779;17-04-2018;5;37.87;0.449328672
110;4.899015441;18-04-2018;37;35.6102;1.062539779
79;5.638066201;19-04-2018;110;150.1094;4.899015441
147;9.199033499;20-04-2018;79;82.37021847;5.638066201
22;4.188330103;21-04-2018;147;261.8335989;9.199033499
21;1.303671432;22-04-2018;22;9.974;4.188330103
109;1.40811279;23-04-2018;21;10.1893;1.303671432
107;3.83415197;24-04-2018;109;246.2926;1.40811279
126;6.39823834;25-04-2018;107;142.7382;3.83415197
101;5.819461409;26-04-2018;126;193.2610874;6.39823834
71;7.44927392;27-04-2018;101;249.5907;5.819461409
69;7.929422036;28-04-2018;71;58.2876;7.44927392
2;4.025823737;29-04-2018;69;93.7841;7.929422036
4;0.506621623;30-04-2018;2;0.301;4.025823737
48;1.565313323;01-05-2018;4;0.131;0.506621623
15;0.847757102;02-05-2018;48;21.6737;1.565313323
54;3.47897946;03-05-2018;15;2.7632;0.847757102
143;8.336119005;04-05-2018;54;49.7566;3.47897946
115;7.692980772;05-05-2018;143;158.539;8.336119005
88;7.462490325;06-05-2018;115;65.8865;7.692980772
49;8.489291636;07-05-2018;88;67.7033;7.462490325
60;6.182016641;08-05-2018;49;22.8841;8.489291636
40;6.604211511;09-05-2018;60;44.5975;6.182016641
114;7.203856031;10-05-2018;40;13.184;6.604211511
58;7.911672622;11-05-2018;114;148.2488;7.203856031
82;9.207701357;12-05-2018;58;23.5732;7.911672622
39;9.928772062;13-05-2018;82;30.8868;9.207701357
50;10.00308267;14-05-2018;39;24.0543;9.928772062
195;9.931145543;15-05-2018;50;19.3908;10.00308267
149;13.48400132;16-05-2018;195;83.6982;9.931145543
132;11.35628183;17-05-2018;149;57.9357;13.48400132
88;12.2179529;18-05-2018;132;68.4522;11.35628183
113;9.066348183;19-05-2018;88;50.7348;12.2179529
102;10.67772629;20-05-2018;113;44.6719;9.066348183
80;9.873505357;21-05-2018;102;13.8512;10.67772629
60;10.16977144;22-05-2018;80;21.6486;9.873505357
81;11.54706384;23-05-2018;60;8.8304;10.16977144
13;2.83231637;24-05-2018;81;19.9845;11.54706384
2;0.027378786;25-05-2018;13;1.7157;2.83231637
6;0.830694127;26-05-2018;2;0.63;0.027378786
31;1.811469329;27-05-2018;6;0.1348;0.830694127
39;4.122907447;28-05-2018;31;1.3546;1.811469329
13;2.966274731;29-05-2018;39;17.322;4.122907447
8;2.999139779;30-05-2018;13;16.7926;2.966274731
18;6.710921697;31-05-2018;8;0.4536;2.999139779
21;9.32739107;01-06-2018;18;3.4665;6.710921697
29;5.639712366;02-06-2018;21;6.9813;9.32739107
7;5.984634745;03-06-2018;29;1.1202;5.639712366
5;5.616270481;04-06-2018;7;0.3278;5.984634745
10;9.975938966;05-06-2018;5;0.1798;5.616270481
5;5.653478498;06-06-2018;10;1.4717;9.975938966
2;8.556620661;07-06-2018;5;0.8503;5.653478498
3;8.995995199;08-06-2018;2;0.061;8.556620661
1;8.842837811;09-06-2018;3;0.0387;8.995995199
6;6.420887061;11-06-2018;0;0;0
6;13.72081725;12-06-2018;6;0.2656;6.420887061
18;8.38558858;13-06-2018;6;0.0411;13.72081725
19;11.72952622;14-06-2018;18;15.622;8.38558858
21;13.62589034;15-06-2018;19;9.4675;11.72952622
31;19.62129469;16-06-2018;21;5.228;13.62589034
45;15.19545424;17-06-2018;31;6.23671;19.62129469
70;20.49973398;18-06-2018;45;6.2527;15.19545424
54;19.08385431;19-06-2018;70;41.6427;20.49973398
44;17.88996762;20-06-2018;54;50.25536784;19.08385431
14;6.324486467;21-06-2018;44;13.937;17.88996762
16;5.255551345;22-06-2018;14;22.8662;6.324486467
17;12.69490513;23-06-2018;16;1.7496;5.255551345
29;11.46687036;24-06-2018;17;4.8295;12.69490513
13;10.93756881;25-06-2018;29;4.2528;11.46687036
19;14.77608012;26-06-2018;13;3.4292;10.93756881
19;13.82064864;27-06-2018;19;7.797;14.77608012
34;11.94816423;28-06-2018;19;2.9627;13.82064864
19;12.53258052;29-06-2018;34;23.0199;11.94816423
6;3.293858147;30-06-2018;19;5.0858;12.53258052
14;11.20009749;01-07-2018;6;0.0741;3.293858147
10;7.294605481;02-07-2018;14;1.0146;11.20009749
9;10.37718382;03-07-2018;10;1.9297;7.294605481
16;13.8597784;04-07-2018;9;3.2961;10.37718382
14;13.84964061;05-07-2018;16;12.32342484;13.8597784
24;15.52614838;06-07-2018;14;21.7675;13.84964061
19;18.65076664;07-07-2018;24;9.13283;15.52614838
19;11.16036359;08-07-2018;19;8.1912099;18.65076664
27;13.30348103;09-07-2018;19;1.9395;11.16036359
15;13.80889328;10-07-2018;27;47.213;13.30348103
16;12.43892049;11-07-2018;15;0.7537;13.80889328
29;13.82324278;12-07-2018;16;0.9392;12.43892049
27;11.51774757;13-07-2018;29;2.939;13.82324278
24;15.51267954;14-07-2018;27;1.0525;11.51774757
29;15.72507122;15-07-2018;24;101.2775;15.51267954
35;15.60367805;16-07-2018;29;8.03974;15.72507122
19;15.32173806;17-07-2018;35;3.1784;15.60367805
19;17.25113706;18-07-2018;19;3.114;15.32173806
24;20.72771148;19-07-2018;19;2.3288;17.25113706
28;24.55155191;20-07-2018;24;18.1168;20.72771148
39;24.80670334;21-07-2018;28;15.6921;24.55155191
38;18.63944794;22-07-2018;39;161.6692384;24.80670334
30;20.10990775;23-07-2018;38;74.31977365;18.63944794
22;17.87582839;24-07-2018;30;18.90244076;20.10990775
25;17.61955158;25-07-2018;22;1.37354;17.87582839
31;15.59340741;26-07-2018;25;5.2869;17.61955158
21;20.30195224;27-07-2018;31;2.6862;15.59340741
40;18.19235165;28-07-2018;21;7.935;20.30195224
38;20.59024572;29-07-2018;40;27.7615;18.19235165
32;20.1576264;30-07-2018;38;5.1021;20.59024572
24;23.34814311;31-07-2018;32;7.14918;20.1576264
50;23.31325888;01-08-2018;24;17.56788;23.34814311
92;30.54715723;02-08-2018;50;19.18974;23.31325888
80;32.16156727;03-08-2018;92;41.9498;30.54715723
89;36.46662874;04-08-2018;80;26791.1551;32.16156727
96;33.96493459;05-08-2018;89;1370.291864;36.46662874
65;34.84106302;06-08-2018;96;169.3646;33.96493459
55;29.86939854;07-08-2018;65;79.5436;34.84106302
55;26.94393189;08-08-2018;55;128.0860411;29.86939854
64;30.91420631;09-08-2018;55;33.54648;26.94393189
77;25.6418369;10-08-2018;64;193.7357;30.91420631
70;24.11972458;11-08-2018;77;33.54311;25.6418369
62;30.26667001;12-08-2018;70;28.6294;24.11972458
50;28.55305566;13-08-2018;62;37.7203;30.26667001
61;23.55898922;14-08-2018;50;21.9846;28.55305566
59;23.52292174;15-08-2018;61;15.6327;23.55898922
47;28.08435551;16-08-2018;59;94.83452912;23.52292174
70;26.18028228;17-08-2018;47;182.466859;28.08435551
82;32.97412502;18-08-2018;70;139.9357201;26.18028228
101;37.32596675;19-08-2018;82;74.6255;32.97412502
110;36.61056488;20-08-2018;101;86.7927;37.32596675
101;32.64490078;21-08-2018;110;46.48756;36.61056488
106;29.95967674;22-08-2018;101;41.335;32.64490078
81;26.78753883;23-08-2018;106;337.881;29.95967674
83;31.24543266;24-08-2018;81;693.79901;26.78753883
80;34.3587291;25-08-2018;83;291.4236;31.24543266
82;29.02972362;26-08-2018;80;27.8776;34.3587291
72;29.50665401;27-08-2018;82;38.02325;29.02972362
38;16.59197781;28-08-2018;72;82.7316;29.50665401
43;22.01411782;29-08-2018;38;18.482;16.59197781
56;19.86123922;30-08-2018;43;19.4458;22.01411782
73;23.18772677;31-08-2018;56;4.6661;19.86123922
105;35.14011926;01-09-2018;73;17.661;23.18772677
103;28.83479647;02-09-2018;105;1222.43531;35.14011926
39;18.96973786;03-09-2018;103;77.19585;28.83479647
36;11.21325783;04-09-2018;39;5.7189;18.96973786
28;11.19149849;05-09-2018;36;2.07821;11.21325783
32;9.265257785;06-09-2018;28;6.1355;11.19149849
42;13.8941985;07-09-2018;32;5.8028;9.265257785
43;15.76184381;08-09-2018;42;32.828241;13.8941985
30;12.97636736;09-09-2018;43;8.0596;15.76184381
55;18.21849676;10-09-2018;30;14.0243;12.97636736
51;21.91296937;11-09-2018;55;18.8602;18.21849676
52;22.98993233;12-09-2018;51;58.3091;21.91296937
55;22.53501697;13-09-2018;52;20.7559;22.98993233
67;23.57881107;14-09-2018;55;16.4662;22.53501697
53;21.20204463;15-09-2018;67;38.1684;23.57881107
44;20.88865161;16-09-2018;53;26.579634;21.20204463
50;22.15438059;17-09-2018;44;19.1562;20.88865161
44;22.15038358;18-09-2018;50;32.9896;22.15438059
68;24.01277433;19-09-2018;44;8.6661;22.15038358
60;26.77309108;20-09-2018;68;16.0835;24.01277433
54;25.58127258;21-09-2018;60;89.81096;26.77309108
57;25.56386458;22-09-2018;54;17.471;25.58127258
89;27.10110044;23-09-2018;57;72.50826334;25.56386458
92;29.60895603;24-09-2018;89;595.3759682;27.10110044
91;36.73274221;25-09-2018;92;73.938467;29.60895603
96;34.68835995;26-09-2018;91;310.8896844;36.73274221
93;25.34021988;27-09-2018;96;538.7853;34.68835995
66;24.08224075;28-09-2018;93;63.8924;25.34021988
63;23.38450711;29-09-2018;66;14.32606;24.08224075
60;22.93859465;30-09-2018;63;254.6604;23.38450711
72;32.74055894;01-10-2018;60;54.2758;22.93859465
116;46.25913483;02-10-2018;72;1341.2435;32.74055894
148;37.04691707;03-10-2018;116;648.15746;46.25913483
97;31.22736175;04-10-2018;148;308.85744;37.04691707
89;32.94334825;05-10-2018;97;105.988;31.22736175
91;31.7040058;06-10-2018;89;31.9515;32.94334825
113;33.22797384;07-10-2018;91;520.657631;31.7040058
89;32.48074379;08-10-2018;113;83.8223493;33.22797384
83;27.61808009;09-10-2018;89;55.03303;32.48074379
98;36.17489535;10-10-2018;83;131.9913;27.61808009
27;3.280005159;11-10-2018;98;156.052;36.17489535
21;13.29967302;12-10-2018;27;19.7365;3.280005159
49;19.67479519;13-10-2018;21;7.6535;13.29967302
11;10.45636343;14-10-2018;49;26.9037;19.67479519
4;6.896928754;15-10-2018;11;1.1406;10.45636343
5;2.396424321;16-10-2018;4;0.0221;6.896928754
11;5.377149472;17-10-2018;5;2.0624;2.396424321
11;3.09155569;18-10-2018;11;13.1949;5.377149472
28;8.063514211;19-10-2018;11;4.0056;3.09155569
83;10.57487352;20-10-2018;28;6.3144;8.063514211
22;8.068567948;21-10-2018;83;47.6245;10.57487352
53;6.715758172;22-10-2018;22;10.5819;8.068567948
83;10.65315487;23-10-2018;53;79.6204;6.715758172
80;8.940628787;24-10-2018;83;48.8093;10.65315487
49;10.145108;25-10-2018;80;44.7589;8.940628787
58;9.004687353;26-10-2018;49;30.023;10.145108
109;27.55301045;27-10-2018;58;18.1705;9.004687353
65;16.14226185;28-10-2018;109;92.5109;27.55301045
50;13.54330296;29-10-2018;65;22.46823;16.14226185
3;0.206200327;31-10-2018;0;0;0
1;0.408582817;01-11-2018;3;0.351;0.206200327
3;3.213958994;02-11-2018;1;0.01;0.408582817
10;1.028353835;03-11-2018;3;4.01;3.213958994
1;0.211232262;04-11-2018;10;2.542;1.028353835
1;3.013437596;06-11-2018;0;0;0
1;0.00400448;08-11-2018;0;0;0
2;1.343143824;09-11-2018;1;0.0003;0.00400448
1;2.418213022;11-11-2018;0;0;0
1;0.160899247;13-11-2018;0;0;0
2;1.07872006;14-11-2018;1;0.02;0.160899247
2;1.070347143;15-11-2018;2;0.3105;1.07872006
7;1.110212858;16-11-2018;2;0.0101;1.070347143
9;4.135724824;17-11-2018;7;0.2081;1.110212858
9;1.411892669;18-11-2018;9;7.154;4.135724824
1;0.005121382;19-11-2018;9;5.3885;1.411892669
2;0.34449293;21-11-2018;0;0;0
2;0.031604053;22-11-2018;2;0.0294;0.34449293
1;0.837357463;24-11-2018;0;0;0
1;0.248316563;28-11-2018;0;0;0
1;0.407512529;04-12-2018;0;0;0
1;0.54238532;05-12-2018;1;0.002;0.407512529
2;3.892866201;07-12-2018;0;0;0
3;1.728547273;09-12-2018;0;0;0
6;3.102905045;10-12-2018;3;0.0022;1.728547273
5;0.958876925;11-12-2018;6;0.1216;3.102905045
3;2.077362867;12-12-2018;5;0.0504;0.958876925
2;3.991536712;15-12-2018;0;0;0
2;0.328504189;16-12-2018;2;0.0002;3.991536712
1;0.23312154;17-12-2018;2;0.0021;0.328504189
1;1.521906068;20-12-2018;0;0;0
1;0.015403424;22-12-2018;0;0;0
1;1.641784154;23-12-2018;1;0.0001;0.015403424
1;0.398118145;24-12-2018;1;0.02;1.641784154
2;0.566848788;26-12-2018;0;0;0
1;5.699447689;28-12-2018;0;0;0
2;2.920847787;29-12-2018;1;0.01;5.699447689
9;2.775410835;30-12-2018;2;0.0425;2.920847787
12;1.9398609;31-12-2018;9;7.4292;2.775410835
13;1.246699514;01-01-2019;12;19.68184029;1.9398609
2;2.269802;02-01-2019;13;6.8601;1.246699514
8;2.704204334;03-01-2019;2;0.31;2.269802
17;2.864577678;04-01-2019;8;0.8741;2.704204334
18;2.529025114;05-01-2019;17;17.6541;2.864577678
23;3.157122015;06-01-2019;18;17.2796;2.529025114
40;4.725580673;07-01-2019;23;125.1675052;3.157122015
42;5.059877177;08-01-2019;40;141.4827801;4.725580673
19;4.340269121;09-01-2019;42;91.8443;5.059877177
26;6.571306305;10-01-2019;19;28.05093527;4.340269121
45;6.07752944;11-01-2019;26;54.63807484;6.571306305
27;5.622658841;12-01-2019;45;76.4598;6.07752944
31;4.086650442;13-01-2019;27;35.0618;5.622658841
20;3.647376285;14-01-2019;31;45.406;4.086650442
31;3.278935915;15-01-2019;20;12.9957;3.647376285
4;1.63540778;16-01-2019;31;21.2051;3.278935915
8;0.989595017;17-01-2019;4;0.861;1.63540778
4;5.170024971;18-01-2019;8;0.4252;0.989595017
1;0.610469623;20-01-2019;0;0;0
2;0.206166381;21-01-2019;1;0.0001;0.610469623
2;1.498210768;22-01-2019;2;0.0015;0.206166381
1;2.27389577;23-01-2019;2;0.0242;1.498210768
2;1.883629194;24-01-2019;1;0.002;2.27389577
3;0.34016436;25-01-2019;2;0.0305;1.883629194
7;0.779090932;26-01-2019;3;0.0375;0.34016436
6;4.133921842;27-01-2019;7;1.0975;0.779090932
3;8.559016821;28-01-2019;6;1.531;4.133921842
1;0.037968689;02-02-2019;0;0;0
2;2.126319859;03-02-2019;1;0.005;0.037968689
4;1.406940087;05-02-2019;0;0;0
7;1.241518033;06-02-2019;4;0.3208;1.406940087
7;1.642888147;07-02-2019;7;25.6434;1.241518033
8;1.250159405;08-02-2019;7;0.6908;1.642888147
6;2.561765545;09-02-2019;8;8.1027;1.250159405
2;5.468389937;10-02-2019;6;1.1271;2.561765545
4;2.803146369;12-02-2019;0;0;0
6;3.630496684;13-02-2019;4;0.0405;2.803146369
23;4.055026489;14-02-2019;6;33.5716;3.630496684
17;2.953754836;15-02-2019;23;14.0015;4.055026489
32;3.727501501;16-02-2019;17;13.14290039;2.953754836
22;4.155965488;17-02-2019;32;16.7973;3.727501501
2;0.374452768;19-02-2019;0;0;0
4;0.57051915;20-02-2019;2;0.009;0.374452768
14;2.199191508;21-02-2019;4;0.081;0.57051915
42;3.37148512;22-02-2019;14;29.8057;2.199191508
32;2.902689614;23-02-2019;42;62.1415;3.37148512
36;4.484040228;24-02-2019;32;101.7338973;2.902689614
47;5.172928806;25-02-2019;36;25.3398;4.484040228
98;7.323777984;26-02-2019;47;34.2472;5.172928806
38;6.069474152;27-02-2019;98;215.4190364;7.323777984
26;4.954332308;28-02-2019;38;20.6663;6.069474152
35;3.904513255;01-03-2019;26;55.73018989;4.954332308
36;4.561009975;02-03-2019;35;36.40993162;3.904513255
43;6.732994861;03-03-2019;36;22.7037;4.561009975
3;1.942927907;04-03-2019;43;70.1283;6.732994861
3;0.748490828;05-03-2019;3;0.023;1.942927907
1;0.274250275;08-03-2019;0;0;0
3;0.277647667;09-03-2019;1;0.07;0.274250275
6;0.399034169;10-03-2019;3;0.0272;0.277647667
19;0.829069938;11-03-2019;6;1.3725;0.399034169
13;2.272478199;12-03-2019;19;5.9261;0.829069938
17;6.896624863;13-03-2019;13;8.3412;2.272478199
37;3.850882093;14-03-2019;17;3.5448;6.896624863
42;3.663682771;15-03-2019;37;85.2391;3.850882093
65;4.418363605;16-03-2019;42;30.4749;3.663682771
12;5.493848422;17-03-2019;65;135.5708023;4.418363605
29;5.230921964;18-03-2019;12;12.9626;5.493848422
39;5.944187582;19-03-2019;29;19.4965;5.230921964
47;7.675101828;20-03-2019;39;41.7119;5.944187582
53;6.975059493;21-03-2019;47;54.60088784;7.675101828
48;7.200744981;22-03-2019;53;44.061;6.975059493
63;8.819952258;23-03-2019;48;55.29063268;7.200744981
80;12.50300229;24-03-2019;63;225.615849;8.819952258
76;11.58530045;25-03-2019;80;359.516705;12.50300229
134;18.56431038;26-03-2019;76;512.0018667;11.58530045
104;16.94225868;27-03-2019;134;1028.967952;18.56431038
80;15.48919459;28-03-2019;104;635.9698761;16.94225868
66;12.95085801;29-03-2019;80;151.6004049;15.48919459
54;11.48152467;30-03-2019;66;253.5767107;12.95085801
47;10.13712797;31-03-2019;54;56.03380492;11.48152467
26;4.374931088;01-04-2019;47;125.6966596;10.13712797
20;2.267490385;02-04-2019;26;7.844;4.374931088
26;5.59440986;03-04-2019;20;13.78866054;2.267490385
12;8.54400103;04-04-2019;26;5.5116;5.59440986
1;0.000271001;05-04-2019;12;1.5234;8.54400103
3;0.086193285;06-04-2019;1;0.0623;0.000271001
1;0.498555796;09-04-2019;0;0;0
3;0.286542684;10-04-2019;1;0.042;0.498555796
3;0.483562536;11-04-2019;3;1.8132;0.286542684
18;1.885549818;12-04-2019;3;0.0658;0.483562536
6;4.106891725;13-04-2019;18;4.337;1.885549818
2;3.587994407;14-04-2019;6;20.0009;4.106891725
2;1.148091819;15-04-2019;2;0.2632;3.587994407
6;3.343119815;16-04-2019;2;0.1611;1.148091819
3;0.327907993;17-04-2019;6;2.724;3.343119815
1;6.16E-05;18-04-2019;3;0.8804;0.327907993
1;0.011985192;19-04-2019;1;1.00E-05;6.16E-05
17;0.643987129;20-04-2019;1;0.0008;0.011985192
15;3.094198632;21-04-2019;17;5.5698;0.643987129
